ADAM RIVER (except Eve River),,,,,,"Artificial fly only upstream of Eve River, to Hwy 19 bridge","(50.460562, -126.281578)"
MOHUN CREEK     ,,,,,,No Fishing from Menzies Bay logging mainline bridge crossing to Morton Lake.,"(50.111944, -125.373889)"
MISTY LAKE,,,,,,No Fishing (located in an Ecological Reserve),"(50.607222, -127.263056)"
MORTE LAKE,,,,,,Electric motors only,"(50.144444, -125.298889)"
MUCHALAT RIVER,,TRUE,,,Dec 1-May 15,No Fishing,"(49.8425, -126.093333)"
MUCHALAT RIVER,,,,,,No wild rainbow trout over 50 cm,"(49.8425, -126.093333)"
MYRA LAKE,,,,,,No Fishing,"(49.983056, -125.750833)"
NAHMINT LAKE,,,,,,"No trout over 50 cm; bait ban, single barbless hook; engine power restriction 7.5 kW (10 hp)","(49.160278, -125.022778)"
NAHMINT RIVER,,,,,Nov 1-Apr 30,No Fishing Nahmint River (upstream and downstream of the lake),"(49.062222, -124.884167)"
NAHMINT RIVER,,,,,,fly fishing only upstream of Nahmint Lake when open,"(49.062222, -124.884167)"
NAHMINT RIVER,,,,,July 15-Aug 31,No Fishing,"(49.062222, -124.884167)"
NAHMINT RIVER,,,,,,No Fishing from power line crossing at “Bore Hole” upstream to fishing boundary signs at the mouth of Boulder Creek,"(49.062222, -124.884167)"
Nahwitti River,,,,,Apr 1-Mar 31,Coho one per day,"(50.858611, -128.008056)"
NANAIMO RIVER,,,,,Sept 15-Oct 30,No Fishing from the Cedar Road Bridge upstream approximately 400 m to the white square boundary signs near the Hwy 19 bridge,"(49.138333, -123.895556)"
NANAIMO RIVER,,,,,Dec 1-May 31,No Fishing upstream of the Hwy 1 bridge■,"(49.138333, -123.895556)"
NANAIMO RIVER,,,,,,"Artificial fly only upstream of the westernmost of the two Nanaimo Lakes, known locally as “Second” Lake, including tributaries","(49.138333, -123.895556)"
NANAIMO RIVER,,,,,,Engine power restriction on parts - 7.5 kW (10 hp),"(49.138333, -123.895556)"
NANAIMO RIVER,,,,,Oct 15-Mar 31,"including tributaries, except in the area described below. 1 Coho per day, maximum size 35 cm","(49.138333, -123.895556)"
NANAIMO RIVER,,,,,Jan 1-Dec 31,"No fishing Salmon from the power line crossing at ""Bore Hole"" upstream to the fishing boundary signs at the mouth of Boulder Creek","(49.138333, -123.895556)"
NANAIMO RIVER,,,,,Sep 15-Oct 30,No fishing salmon Cedar Road Bridge upstream approx. 400 m to the fishing boundary sign located near the Hwy 19 bridge crossing,"(49.138333, -123.895556)"
NANAIMO RIVER,,,,,Nov 1-Dec 31,"Coho 2 per day, hatchery marked only, Chum 2 per day from the upstream side of the Cedar Road Bridge, upstream to the downstream side of the Highway 1 overpass.","(49.138333, -123.895556)"
NIMPKISH RIVER,,TRUE,,,Dec 1-May 15,No Fishing upstream of Davie River,"(50.566389, -126.981944)"
NITINAT LAKE,,,,,,Note: Nitinat Lake is tidal water; tidal regulations apply and a (federal) Tidal Waters Sport Fishing Licence is required,"(48.738611, -124.760833)"
NITINAT RIVER,,TRUE,,,,Exempt from July 15-Aug 31 summer closure,"(48.821389, -124.681944)"
NITINAT RIVER,,,,,,No Fishing upstream of Parker Creek,"(48.821389, -124.681944)"
NITINAT RIVER,,,,,Aug 25-Dec 31,"No Fishing between fishing boundary signs approximately 100 m upstream of and downstream of “Red Rock Pool,” approximately 2 km (by road) south of the Nitinat River Bridge","(48.821389, -124.681944)"
NITINAT RIVER,,,,,Aug 25-Oct 15,No Fishing between boundary signs approximately 50 m upstream of and downstream of the Nitinat River Bridge,"(48.821389, -124.681944)"
NITINAT RIVER,,,,,Apr 1-Mar 31,No fishing for salmon upstream of Parker Creek,"(48.821389, -124.681944)"
NITINAT RIVER,,,,,Aug 25-Sep 30,"Chinook 2 per day, only 1 over 77 cm downstream of Parker Creek, except for areas with finfish closure","(48.821389, -124.681944)"
NITINAT RIVER,,,,,Oct 16-Dec 31,"Coho 2 per day downstream of Parker Creek, except for areas with finfish closure","(48.821389, -124.681944)"
NITINAT RIVER,,,,,Oct 16-Dec 31,"Chum 2 per day downstream of Parker Creek, except for areas with finfish closure","(48.821389, -124.681944)"
NITINAT RIVER,,,,,Aug 25-Oct 15,Finfish closure at Nitinat River from 50m upstream to 50m downstream of the Nitinat River bridge.,"(48.821389, -124.681944)"
NITINAT RIVER,,,,,Apr 1-Mar 31,"Finfish closure from the powerline crossing upstream of the Nitinat River Hatchery water intake, downstream to the lowest point of confluence with the Little Nitinat River and then perpendicular to the flow of the Nitinat River, to the opposite shore","(48.821389, -124.681944)"
NITINAT RIVER,,,,,Aug 25-Dec 31,Finfish closure between fishing boundary signs located approximately 100m above and below Red Rock Pool.,"(48.821389, -124.681944)"
NOLA LAKE,,,,,,No Fishing,"(49.964167, -125.750278)"
OYSTER RIVER,,,TRUE,,Dec 1-June 30,No Fishing upstream of the confluence with Little Oyster River■,"(49.8725, -125.115833)"
OYSTER RIVER,,,,,,Exempt from July 15-Aug 31 summer closure. ,"(49.8725, -125.115833)"
O’CONNELL LAKE,,,,,,"No trout over 50 cm; bait ban, single barbless hook","(50.391944, -127.723889)"
PALLANT CREEK ,TRUE,TRUE,,,Sept 1-Apr 30,Class II water,"(53.051944, -132.032222)"
PALLANT CREEK ,,,,,Dec 1-Apr 30,Steelhead Stamp mandatory,"(53.051944, -132.032222)"
PANTHER LAKE,,,,,,See Healy Lake,"(49.685278, -125.316389)"
PERRY LAKE,,,,,,"Trout daily quota = 1 (none over 50 cm); bait ban, single barbless hook","(49.883889, -126.581667)"
"“PETE’S POND” Unnamed lake at the
head of San Juan River",,,,,,"Trout release; artificial fly only, bait ban, single barbless hook","(48.72099, -123.98002)"
PRIOR LAKE,,,TRUE,,,No powered boats,"(48.476389, -123.466944)"
PROSPECT LAKE ,,,TRUE,,,Smallmouth bass daily quota = 4; speed restriction on parts (8 and 60 km/h),"(53.974722, -131.750278)"
PROVOST DAM,,,,,,No powered boats,"(48.847196, -123.749852)"
PUNTLEDGE RIVER,,,,,,Exempt from July 15-Aug 31 summer closure,"(49.697799, -124.996210)"
PUNTLEDGE RIVER,,,,,,"Fly fishing only upstream of the BC Hydro diversion dam (approximately 3.5 km downstream of Comox Lake), including tributaries","(49.697799, -124.996210)"
PUNTLEDGE RIVER,,,,,,No Fishing tributaries,"(49.697799, -124.996210)"
PUNTLEDGE RIVER,,,,,,No Fishing from fishing boundary signs located 50 m upstream of the BC Hydro generating station tailrace to signs located 75 m downstream of the Puntledge River hatchery fence (total distance approximately 500 m),"(49.697799, -124.996210)"
PUNTLEDGE RIVER,,,,,,No Fishing between fishing boundary signs approximately 100 m upstream and downstream of the confluence with Morrison Creek,"(49.697799, -124.996210)"
PUNTLEDGE RIVER,,,,,,No Fishing downstream of the BC Hydro diversion dam (approximately 3.5 km downstream of Comox Lake) to the base of Stotan Falls (approximately 450 m downstream of the Duncan Bay Mainline logging road bridge),"(49.697799, -124.996210)"
PUNTLEDGE RIVER,,,,,Apr 1 to Mar 31,No fishing for salmon from the weir at the lower hatchery to fishing boundary signs approximately 75m downstream of the weir.,"(49.697799, -124.996210)"
PUNTLEDGE RIVER,,,,,Oct 1 to Nov 30,"Coho Salmon 1 per day, hatchery marked only downstream from a fishing boundary sign located 75m downstream of the weir at the lower hatchery (excluding the Morrison Creek closure below).","(49.697799, -124.996210)"
PUNTLEDGE RIVER,,,,,Oct 1 to Dec 31,Chum 2 per day downstream from a fishing boundary sign located 75m downstream of the weir at the lower hatchery (excluding the Morrison Creek closure below).,"(49.697799, -124.996210)"
PUNTLEDGE RIVER,,,,,Apr 1 to Mar 31,Finfish closure at Morrison Creek closure: between fishing boundary signs located 100m upstream and downstream of the confluence with Morrison Creek.,"(49.697799, -124.996210)"
QUALICUM RIVER,,,,,,No Fishing downstream of boundary signs located approximately 100 m downstream of the hatchery counting fence,"(49.398056, -124.610278)"
QUALICUM RIVER,,,,,Aug 15-Oct 15,No Fishing from the upper hatchery weir (located 125 m downstream of the E&N Trestle) to boundary sign: located approximately 100 m downstream of the hatchery counting fence,"(49.398056, -124.610278)"
QUALICUM RIVER,,,,,,No Fishing tributaries,"(49.398056, -124.610278)"
QUALICUM RIVER,,,,,,"Single barbless hook, no hooks greater than 15 mm from point to shank","(49.398056, -124.610278)"
QUALICUM RIVER,,,,TRUE,,Exempt from July 15-Aug 31 summer closure,"(49.398056, -124.610278)"
QUALICUM RIVER,,,,,,wheelchair accessible fishing platform is located at the hatchery,"(49.398056, -124.610278)"
QUALICUM RIVER,,,,,Sept 30 to Dec 31,Coho 2 per day at those waters upstream of the Big Qualicum Hatchery upper weir (located approximately 125 m downstream of the E&N railway bridge).,"(49.398056, -124.610278)"
QUALICUM RIVER,,,,,Aug 15 to Oct 15,Pink Salmon 4 per day at those waters upstream of the Big Qualicum Hatchery upper weir (located approximately 125 m downstream of the E&N railway bridge).,"(49.398056, -124.610278)"
QUALICUM RIVER,,,,,Aug 15 to Oct 15,No fishing for salmon downstream of the upper weir (located approximately 125 m downstream of the E&N railway bridge) to the QFN boundary fence located approximately 100 m downstream of the hatchery counting fence,"(49.398056, -124.610278)"
QUALICUM RIVER,,,,,Apr 1 to Mar 31,No fishing for salmon from the Reserve boundary below the Big Qualicum hatchery downstream to the Hwy 19A bridge,"(49.398056, -124.610278)"
QUALICUM RIVER,,,,,,,"(49.398056, -124.610278)"
QUATSE RIVER,,TRUE,TRUE,,May 1-June 15,No Fishing,"(50.699722, -127.48)"
QUATSE RIVER,,,,,,Hatchery steelhead daily quota = 1,"(50.699722, -127.48)"
QUATSE RIVER,,,,,Dec 1-June 15,No Fishing upstream of the Quatse River fishway (approximately 1.4 km upstream of Dick Booth Creek),"(50.699722, -127.48)"
QUATSE RIVER,,,,,May 1-Nov 30,Bait ban,"(50.699722, -127.48)"
QUATSE RIVER,,,,,Jun 15 to Mar 31,"Coho 2 per day, hatchery marked fish only.","(50.699722, -127.48)"
QUATSE RIVER,,,,,Apr 1 to Mar 31,No fishing 100m upstream and downstream of the Quatse River Hatchery weir,"(50.699722, -127.48)"
QUENNELL LAKE,,,TRUE,,,Smallmouth bass daily quota = 4; speed restriction on parts (8 km/h),"(49.067222, -123.819722)"
QUINSAM RIVER,,TRUE,,TRUE,,"No Fishing from the fishing boundary signs at power line crossing (approximately 25 m upstream of Quinsam Hatchery weir) to fishing boundary signs approximately 300 m downstream of weir
","(50.0375, -125.293889)"
QUINSAM RIVER,,,,,Dec 1-June 30,No Fishing from the falls situated downstream of Middle Quinsam Lake to the fishing boundary signs at power line crossing (approximately 25 m upstream of the Quinsam hatchery weir),"(50.0375, -125.293889)"
QUINSAM RIVER,,,,,,Exempt from July 15-Aug 31 summer closure,"(50.0375, -125.293889)"
QUINSAM RIVER,,,,,,wheelchair accessible fishing platform is located near the Hwy 28 Bridge,"(50.0375, -125.293889)"
QUINSAM RIVER,,,,,Oct 1-Dec 31,"4 coho per day in the aggregate, only two of which may be greater than 35 cm and those two must be hatchery marked.","(50.0375, -125.293889)"
QUINSAM RIVER,,,,,July 24-Sep 15,4 Pink salmon per day,"(50.0375, -125.293889)"
REAY CREEK,,,,,Apr 1-Mar 31,No fishing for salmon,"(48.633611, -123.406667)"
REGAN LAKE,,,,,,"Trout release; bait ban, single barbless hook","(49.819444, -125.314444)"
REGINALD LAKE,,,TRUE,,,"Trout release; bait ban, single barbless hook","(49.993889, -125.538611)"
ROBERTS LAKE,,,,,,"No trout over 50 cm; bait ban, single barbless hook","(50.2225, -125.543056)"
ROGERS CREEK,,,,,Dec 1-Apr 30,No Fishing,"(49.255, -124.811944)"
ROSELLE LAKE,,,,,,Trout daily quota = 2,"(50.519444, -126.989444)"
ROSEN LAKE (Read Island),,,,,,No powered boats,"(50.154373, -125.127848)"
ROWBOTHAM LAKE,,,,,,"Trout release; artificial fly only, bait ban, single barbless hook","(49.228056, -124.5)"
ST. MARY LAKE,,,TRUE,,,Electric motors only,"(48.891667, -123.545556)"
SAN JUAN RIVER,,TRUE,,,,No Fishing upstream of Fleet River,"(48.559722, -124.398611)"
SAN JUAN RIVER,,,,,July 15-Aug 31,No Fishing,"(48.559722, -124.398611)"
SAN JUAN RIVER,,,,,,Coho Opportunities dependent on in-season coho run size (coho over 35 cm) at the waters of the San Juan River and its tributaries downstream of the Fleet River that are open to fishing for salmon,"(48.559722, -124.398611)"
SEYMOUR RIVER,,,,,Aug 15-Oct 31,Class II water,"(51.193056, -126.6725)"
SEYMOUR RIVER,,,,,,Steelhead Stamp not required unless fishing for steelhead,"(51.193056, -126.6725)"
SEYMOUR RIVER,,,,,Apr 1 to Mar 31,Coho 2 per day,"(51.193056, -126.6725)"
SHAWNIGAN CREEK,,,,,Apr 1 to Mar 31,No Fishing for Salmon,"(48.655556, -123.559444)"
SHAWNIGAN LAKE,,,TRUE,,,Smallmouth bass daily quota = 4; Speed restrictions on parts (8 and 65 km/h),"(48.657778, -123.62639)"
SALMON RIVER ,,TRUE,,,,No Fishing upstream of Kay Creek,"(50.373056, -125.929722)"
SALMON RIVER ,,,,,,No powered boats upstream of confluence with White River; speed restriction (10 km/h) from estuary to confluence with White River,"(50.373056, -125.929722)"
SOMASS RIVER,,,TRUE,,,"No Fishing between the tidal boundary at Papermill Dam to boundary signs approximately 1.0 km upstream (Falls Road Gravel Pit and the southern most end of Collins Farm/Arrow Vale Campground on Hector Road), Aug 25-Nov 15","(49.246389, -124.82)"
SOMASS RIVER,,,,,June 1-Aug 24,Bait ban,"(49.246389, -124.82)"
SOMASS RIVER,,,,,,Engine power restriction 7.5 kW (10 hp),"(49.246389, -124.82)"
SOMASS RIVER,,,,,Aug 25 to Dec 31,"Chinook 2 per day, 1 of which may be more than 77cm in length, except in the areas with restrictions","(49.246389, -124.82)"
SOMASS RIVER,,,,,Aug 25 to Dec 31,Coho 2 per day except in the areas with restrictions,"(49.246389, -124.82)"
SOMASS RIVER,,,,,Aug 25 to Nov 15,Finfish closure from the tidal boundary at the Papermill Dam to white triangular fishing boundary signs approximately 0.5 km upstream (Falls Road Gravel Pit and the southernmost end of Collins Farm/Arrow Vale Campground-Hector Road).,"(49.246389, -124.82)"
SOMASS RIVER,,,,,July 1-July 23,Sockeye 1 per day between 5:00 am to 10:00 pm only at that portion of the Somass River located approximately 200 meters above and 150 metres below the island near the boat launch at Somass Park near Service Road.,"(49.246389, -124.82)"
SOOKE RIVER,,TRUE,,,Sept 1-Nov 30,Fly fishing only downstream of Sooke River Falls,"(48.383889, -123.698889)"
SOOKE RIVER,,,,,July 15-Aug 31,No Fishing,"(48.383889, -123.698889)"
SOOKE RIVER,,,,,,No Fishing from the base of the lower “potholes” falls to signs approximately 100 m downstream,"(48.383889, -123.698889)"
SPIDER LAKE,,,TRUE,,,Smallmouth bass daily quota = 4;  no powered boats,"(49.343611, -124.628333)"
SPROAT LAKE,,,,,,"Cutthroat trout release, no wild rainbow trout over 50 cm; single barbless hook","(49.283333, -124.91667)"
SPROAT RIVER,,,,,May 1-Oct 31,Bait ban,"(49.293333, -124.881944)"
SPROAT RIVER,,,,,Apr 1-Mar 31,No retention of salmon,"(49.293333, -124.881944)"
SPROAT RIVER,,,,,Jun 15-Nov 15,Finfish closure from Sproat River from Sproat Lake to fishing boundary signs approx. 300m downstream of Hwy 4,"(49.293333, -124.881944)"
STAMP RIVER,,,TRUE,,June 15-Nov 15,No Fishing between fishing boundary signs 200 m upstream of and 500 m downstream of Stamp Falls,"(49.294167, -124.883333)"
STAMP RIVER,,,,,Jan 1-Apr 30,No Fishing from the confluence with Ash River upstream to the Great Central Lake dam,"(49.294167, -124.883333)"
STAMP RIVER,,,,,,Bait ban all year upstream of signs at “Girl Guide Falls” (approximately 250 m upstream of the mouth of Beaver Creek),"(49.294167, -124.883333)"
STAMP RIVER,,,,,June 1-Aug 24,Bait ban downstream of signs at “Girl Guide Falls” (approximately 250 m upstream of the mouth of Beaver Creek),"(49.294167, -124.883333)"
STAMP RIVER,,,,,,"Engine power restriction 7.5 kW (10 hp), on parts","(49.294167, -124.883333)"
STAMP RIVER,,,,,Aug 25-Dec 31,"Chinook 2 per day, 1 of which may be more than 77 cm. in length, except in areas with restrictions","(49.294167, -124.883333)"
STAMP RIVER,,,,,Aug 25-Dec 31,Coho 2 per day,"(49.294167, -124.883333)"
STAMP RIVER,,,,,,,"(49.294167, -124.883333)"
STAMP RIVER,,,,,,,"(49.294167, -124.883333)"
STAMP RIVER,,,,,,,"(49.294167, -124.883333)"
STEWART LAKE,,,,,,"No trout over 50 cm; bait ban, single barbless hook; electric motors only","(50.046389, -126.007778)"
STOCKING LAKE,,,,,,No powered boats,"(48.959722, -123.825278)"
“STOWELL LAKE” (Lake Stowell),,,TRUE,,,Electric motors only,"(48.781536, -123.443636)"
STRAMBERG LAKE,,,,,,"Trout release; bait ban, single barbless hook; electric motors only","(50.190278, -125.247222)"
STRATHCONA PARK WATERS,,,,,,"No powered boats on any water within Strathcona Park except Gold, Upper Campbell and Buttle lakes","(49.838390, -125.620587)"
TADJISS LAKE,,,TRUE,,,"Trout daily quota = 1; artificial fly only, bait ban, single barbless hook","(48.691944, -123.864444)"
TAYLOR RIVER,,,,,,Fly fishing only,"(49.285556, -125.208889)"
THELWOOD CREEK,,,,,,No Fishing,"(49.56, -125.554722)"
THETIS LAKE,,,TRUE,,,Electric motors only,"(48.468757, -123.471133)"
TLELL RIVER,,TRUE,,,,Cutthroat trout release,"(53.618611, -131.932778)"
TLELL RIVER,,,,,Sept 1-Apr 30,Class II water,"(53.618611, -131.932778)"
TLELL RIVER,,,,,Dec 1-Apr 30,Steelhead Stamp mandatory,"(53.618611, -131.932778)"
TLELL RIVER,,,,,,Tidal waters regulations apply to waters downstream of tidal boundary sign located 1.5 km upstream of Hwy 16 Bridge,"(53.618611, -131.932778)"
SPROAT RIVER,,,,,June 15-Nov 15,No Fishing from Sproat Lake to fishing boundary signs approximately 300 m downstream of Hwy 4,"(49.293333, -124.881944)"
SPROAT RIVER,,,,,May 1-Oct 31,Bait ban,"(49.293333, -124.881944)"
TLOWILS LAKE,,,,,,Electric motors only,"(50.259167, -125.998333)"
TLOOLS LAKE,,,,,,No Fishing,"(49.938611, -125.750556)"
TOQUART LAKE,,,,,,"No trout over 50 cm; bait ban, single barbless hook","(49.084483, -125.354739)"
TOQUART RIVER,,TRUE,,,,Fly fishing only upstream of the Toquart mainline logging bridge when open,"(49.042947, -125.359988)"
TOQUART RIVER,,,,,Nov 1-May 31,"No Fishing upstream of the boundary sign located near the falls approximately 800 m downstream of Toquart Lake (including the Upper Toquart River). Note:  this includes the
river upstream of the lake","(49.042947, -125.359988)"
TOY LAKE,,,,,,"Trout daily quota = 2; bait ban, single barbless hook","(49.455556, -125.2825)"
TRENT RIVER,,TRUE,,,Dec 1-May 31,No Fishing,"(49.643889, -124.93)"
TRENT RIVER,,,,,July 15-Aug 31,No Fishing,"(49.643889, -124.93)"
TSABLE RIVER,,TRUE,,,Dec 1-May 31,No Fishing,"(49.518611, -124.829722)"
TSABLE RIVER,,,,,July 15-Aug 31,No Fishing,"(49.518611, -124.829722)"
TSABLE LAKE,,,,,,"Trout release; bait ban, single barbless hook","(49.533056, -125.110278)"
TSITIKA RIVER,,,,,,"No Fishing upstream of Catherine Creek, Nov 1-Apr 30, fly fishing only downstream of Catherine Creek","(50.480556, -126.586389)"
TSOLUM RIVER,,TRUE,,,,No Fishing,"(49.695833, -124.994167)"
UNNAMED LAKE “A”,,,,,,"Trout release; bait ban, single barbless hook","(50.219433, -125.582575)"
UNNAMED LAKE “B” - MAP A,,,,,,"Trout release; bait ban, single barbless hook","(50.192593, -125.639660)"
UNNAMED LAKE “C” - MAP,,,,,,"Trout daily quota = 2; bait ban, single barbless hook","(50.134930, -125.479331)"
UNNAMED LAKE “D” - MAP B ,,,,,,"Trout daily quota = 2; bait ban, single barbless hook","(50.119775, -125.478147)"
UNNAMED LAKE “E” - MAP,,,,,,"Trout release; bait ban, single barbless hook","(50.105854, -125.465839)"
UNNAMED LAKE “F” - MAP B,,,,,,"Trout daily quota = 2; bait ban, single barbless hook","(50.080765, -125.476949)"
UNNAMED LAKE “G” - MAP,,,,,,"Trout daily quota = 2; bait ban, single barbless hook","(50.074421, -125.476209)"
UNNAMED LAKE “H” - MAP B,,,,,,"Trout release; bait ban, single barbless hook","(50.076319, -125.412004)"
UNNAMED LAKE “I” - MAP B,,,,,,"Trout daily quota = 2; bait ban, single barbless hook","(50.064203, -125.414086)"
VILLAGE BAY LAKE,,,,,Nov 1-Apr 30,Bait ban and single barbless hook,"(50.183333, -125.196389)"
VILLAGE BAY LAKE,,,,,,Engine power restriction - 7.5 kW (10 hp),"(50.183333, -125.196389)"
WAHPEETO CREEK,,,,,,No Fishing within 100 m downstream of the falls situated approximately 4.5 km upstream of Wakeman River,"(51.145, -126.4825)"
WAKEMAN RIVER,,TRUE,,,Apr 1-Oct 31,Class II water,"(51.037778, -126.518056)"
WAKEMAN RIVER,,,,,Apr 1-June 30,Steelhead Stamp mandatory,"(51.037778, -126.518056)"
Washlawlis River        ,,,,,Apr 1-Mar 31,Coho 1 per day,"(50.36000, -127.25000)"
Waukwaas River,,,,,Apr 1-Mar 31,Coho 1 per day,"(50.35000, -127.25000)"
“WESTON LAKE”,,,,,,See Lake Weston,"(48.784204, -123.425736)"
WESTWOOD LAKE,,,TRUE,TRUE,,Smallmouth bass daily quota = 4. wheelchair accessible fishing platform is located in Westwood Lake Park,"(49.160856, -124.001410)"
WHITE RIVER,,TRUE,,,,No Fishing between fishing boundary signs at the salmon viewing pool,"(50.141787, -126.035877)"
WHITE RIVER,,,,,Nov 1-Apr 30,No Fishing upstream of the Sayward Road Bridge crossing,"(50.141787, -126.035877)"
WILLEMAR LAKE,,,,,,"No trout over 50 cm; bait ban, single barbless hook","(49.508611, -125.1925)"
WOWO LAKE,,,TRUE,,,"Trout daily quota = 2; artificial fly only, bait ban, single barbless hook","(49.857222, -125.380278)"
WOWO LAKE,,,,,,Electric motors only,"(49.857222, -125.380278)"
YAKOUN RIVER,TRUE,TRUE,,,Oct 1-Apr 30,No Fishing from Yakoun Lake downstream approximately 13 km to posted fishing boundary signs,"(53.656944, -132.205833)"
YAKOUN RIVER,,,,,,No powered boats,"(53.656944, -132.205833)"
YAKOUN RIVER,,,,,,Cutthroat trout release,"(53.656944, -132.205833)"
YAKOUN RIVER,,,,,Sept 1-Apr 30,Class II water,"(53.656944, -132.205833)"
YAKOUN RIVER,,,,,Dec 1-Apr 30,Steelhead Stamp mandatory,"(53.656944, -132.205833)"
ZEBALLOS LAKE,,,,,,No Fishing,"(50.080278, -126.74)"
ZEBALLOS RIVER,,TRUE,,,Nov 1-Apr 30,No Fishing,"(49.981667, -126.8525)"
Big Qualicum River,,,,,Aug 15-Oct 15,Reduced area of the  angling closure in the vicinity of the E&N trestle.,"(49.394022, -124.617840)"
Gordon River,,,,,Nov 1-Apr 30,No Fishing,"(48.766755, -124.333624)"
Heber River,,,,,Nov 1-Apr 30,No Fishing,"(49.773889, -126.051667)"
Nahmint River ,,,,,Nov 1-Apr 30,No Fishing,"(49.062222, -124.884167)"
Rogers Creek,,,,,Dec 1-Apr 30,No Fishing,"(49.255, -124.811944)"